Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
38475558,2014-03-28 19:37:18.0000002,40.0,2014-03-28 19:37:18 UTC,-73.988355,40.737556,-73.921093,40.882338,1
52797531,2010-10-17 04:31:00.000000105,5.7,2010-10-17 04:31:00 UTC,-73.98426500000001,40.725093,-73.99356800000001,40.735213,1
48138690,2010-08-10 07:39:56.0000003,14.1,2010-08-10 07:39:56 UTC,0.0,0.0,0.0,0.0,1
41595353,2013-05-21 18:38:25.0000001,4.5,2013-05-21 18:38:25 UTC,-73.944379,40.777297,-73.951492,40.78032,2
40498752,2012-11-05 17:10:00.00000030,5.0,2012-11-05 17:10:00 UTC,-73.99153199999999,40.739132,-73.983755,40.743352,1
42109635,2015-01-02 22:40:58.0000006,7.2,2015-01-02 22:40:58 UTC,-73.99019622802734,40.72900772094727,-73.97621154785155,40.74834060668945,1
22227320,2015-01-11 06:30:44.0000001,6.5,2015-01-11 06:30:44 UTC,-73.98714447021484,40.75652313232422,-73.98310852050781,40.764137268066406,1
40688440,2013-01-14 11:11:00.000000109,6.5,2013-01-14 11:11:00 UTC,-74.00828,40.737390000000005,-74.0026,40.733872,2
27226147,2009-07-29 10:56:00.00000057,10.1,2009-07-29 10:56:00 UTC,-74.000463,40.76151,-73.991233,40.736757,1
7609410,2012-05-23 13:21:00.000000140,4.9,2012-05-23 13:21:00 UTC,-73.991658,40.744615,-73.9926,40.750433,2
24185041,2013-11-08 21:12:00.00000073,14.0,2013-11-08 21:12:00 UTC,-73.994512,40.746052,-74.013785,40.709567,1
11656819,2010-11-27 11:45:45.0000001,6.1,2010-11-27 11:45:45 UTC,-73.96996,40.760251,-73.954419,40.774269,1
34670009,2012-08-12 00:40:01.0000002,4.9,2012-08-12 00:40:01 UTC,-73.991744,40.727053000000005,-73.992981,40.720278,1
53959725,2015-02-02 17:32:23.0000001,5.5,2015-02-02 17:32:23 UTC,-73.98250579833984,40.761962890625,-73.99116516113281,40.75009536743164,2
42459323,2010-12-07 18:01:00.000000248,6.9,2010-12-07 18:01:00 UTC,-73.993587,40.742335,-73.978688,40.740957,5
44514413,2009-03-31 07:54:11.0000002,10.9,2009-03-31 07:54:11 UTC,-74.009111,40.71339,-74.004958,40.685596,1
44943624,2011-12-28 21:21:00.000000143,12.5,2011-12-28 21:21:00 UTC,-74.010322,40.719622,-73.98993,40.756435,1
26498348,2012-12-06 19:26:00.00000019,12.0,2012-12-06 19:26:00 UTC,-73.986807,40.745067,-74.004338,40.716647,6
23692061,2012-04-24 00:53:32.0000001,4.9,2012-04-24 00:53:32 UTC,-73.988275,40.722738,-73.976447,40.727495000000005,1
13554905,2009-07-02 11:37:00.000000135,6.9,2009-07-02 11:37:00 UTC,-73.97024499999999,40.765152,-73.956997,40.76489,2
19501483,2013-07-15 13:28:00.000000167,20.0,2013-07-15 13:28:00 UTC,-74.011224,40.710613,-73.973424,40.754051,1
31445544,2012-05-09 18:31:00.000000212,14.1,2012-05-09 18:31:00 UTC,-73.995003,40.739702,-73.987737,40.7795,5
34421010,2011-01-20 08:57:35.0000001,8.9,2011-01-20 08:57:35 UTC,-73.987971,40.748244,-73.978248,40.764285,1
24221186,2013-06-17 08:35:22.0000001,5.5,2013-06-17 08:35:22 UTC,-73.98369,40.776558,-73.985295,40.769344,1
24121785,2009-10-18 23:08:18.0000003,9.3,2009-10-18 23:08:18 UTC,-74.006958,40.730414,-73.981127,40.766512,2
47765217,2014-04-09 16:02:00.000000187,41.83,2014-04-09 16:02:00 UTC,-73.960125,40.776245,-73.9794,40.7617,2
31079657,2013-08-24 00:15:36.0000002,6.0,2013-08-24 00:15:36 UTC,-73.984444,40.75267,-73.98618,40.762137,1
47658386,2010-09-28 22:08:00.000000139,8.1,2010-09-28 22:08:00 UTC,-73.98396,40.737615000000005,-73.95639200000001,40.768887,2
3454076,2011-11-28 12:18:00.00000040,26.5,2011-11-28 12:18:00 UTC,-73.873312,40.773928000000005,-73.953223,40.77078,5
49780443,2013-02-21 16:09:27.0000005,5.0,2013-02-21 16:09:27 UTC,-73.995825,40.753168,-73.995825,40.753168,1
25711836,2010-04-12 00:25:05.0000001,22.1,2010-04-12 00:25:05 UTC,-73.983012,40.761097,-73.95451700000001,40.67471,1
5733283,2012-06-06 21:26:00.000000155,26.9,2012-06-06 21:26:00 UTC,-73.87100799999999,40.773703000000005,-73.782975,40.648822,2
42815381,2012-05-03 23:29:00.000000110,6.5,2012-05-03 23:29:00 UTC,-73.99125,40.751077,-73.981822,40.73416,1
27135207,2011-03-04 22:20:11.0000003,5.7,2011-03-04 22:20:11 UTC,-73.99381600000001,40.747413,-74.003118,40.730165,2
24109727,2009-08-12 18:37:44.0000004,5.7,2009-08-12 18:37:44 UTC,-73.970422,40.762916,-73.972854,40.78259,1
22563981,2010-11-10 13:58:00.000000194,36.27,2010-11-10 13:58:00 UTC,-73.873073,40.774113,-73.982158,40.762577,5
30366147,2014-09-08 07:01:49.0000002,8.0,2014-09-08 07:01:49 UTC,-73.982393,40.757006,-73.987751,40.775614,1
25323787,2014-06-03 17:27:00.000000214,5.5,2014-06-03 17:27:00 UTC,-73.971952,40.745817,-73.97841,40.752525,1
39700591,2012-01-20 19:49:00.000000129,5.3,2012-01-20 19:49:00 UTC,-73.961535,40.774097,-73.950723,40.77936,1
55017513,2014-02-08 11:46:39.0000001,15.0,2014-02-08 11:46:39 UTC,-73.978883,40.777317,-73.987298,40.736398,1
38198765,2009-06-15 22:13:00.000000113,3.7,2009-06-15 22:13:00 UTC,-73.844148,40.685905,-73.84612800000001,40.684743,1
4406527,2012-11-11 13:27:40.0000004,19.0,2012-11-11 13:27:40 UTC,-73.98236700000001,40.775982,-74.001776,40.723467,1
53947231,2015-02-10 20:42:43.0000002,9.5,2015-02-10 20:42:43 UTC,-73.99732971191406,40.746826171875,-73.98970794677734,40.77486038208008,3
33861488,2009-05-02 21:03:12.0000003,8.9,2009-05-02 21:03:12 UTC,-73.97591700000001,40.744959,-74.00496700000001,40.741407,4
6367148,2012-03-01 18:10:00.000000235,3.7,2012-03-01 18:10:00 UTC,-73.983693,40.746785,-73.979127,40.752977,1
24778276,2012-07-14 14:34:09.0000002,17.3,2012-07-14 14:34:09 UTC,-73.98565500000001,40.727134,-73.924729,40.771374,1
3591261,2011-06-14 17:43:00.000000128,5.3,2011-06-14 17:43:00 UTC,0.0,0.0,0.0,0.0,5
14855137,2015-04-26 15:41:02.0000003,5.5,2015-04-26 15:41:02 UTC,-73.98384857177734,40.75531768798828,-73.97270965576173,40.762508392333984,2
35971159,2012-08-04 11:23:00.000000118,9.7,2012-08-04 11:23:00 UTC,-73.884815,40.746257,-73.884815,40.746257,6
37319950,2009-05-05 12:41:44.0000003,9.7,2009-05-05 12:41:44 UTC,-73.954565,40.786721,-73.966139,40.764987,4
54799275,2011-10-05 13:15:09.0000001,7.3,2011-10-05 13:15:09 UTC,-73.967331,40.772549,-73.97724699999999,40.75743,2
47930987,2013-08-26 09:23:00.00000037,13.0,2013-08-26 09:23:00 UTC,-73.95346500000001,40.785072,-73.965517,40.752755,1
35852193,2012-08-23 05:40:00.00000025,8.5,2012-08-23 05:40:00 UTC,-73.97746,40.789257,-73.97815,40.763772,5
39549880,2010-04-17 12:27:00.000000150,6.5,2010-04-17 12:27:00 UTC,-73.968383,40.801555,-73.977463,40.779333,5
7335402,2014-03-02 17:13:00.00000059,8.5,2014-03-02 17:13:00 UTC,-73.960617,40.77913,-73.98349499999999,40.775527,5
19803203,2015-03-04 13:25:53.0000006,9.0,2015-03-04 13:25:53 UTC,-73.99004364013672,40.73231506347656,-73.99372863769531,40.74504470825195,1
45686670,2012-12-18 14:00:00.000000123,16.0,2012-12-18 14:00:00 UTC,-73.98088,40.738047,-73.985327,40.781392,1
37626120,2009-02-05 19:31:49.0000001,7.5,2009-02-05 19:31:49 UTC,-73.987049,40.735768,-74.000775,40.742242,1
55142162,2011-11-09 07:22:52.0000006,5.3,2011-11-09 07:22:52 UTC,-73.96129,40.768945,-73.954223,40.781435,2
43075938,2011-08-17 13:57:00.00000064,8.5,2011-08-17 13:57:00 UTC,-73.972825,40.756027,-73.994875,40.738962,1
1343752,2010-04-01 09:36:00.000000199,4.9,2010-04-01 09:36:00 UTC,-73.991547,40.749455,-73.990142,40.739293,5
9226944,2010-06-06 22:41:00.00000030,11.3,2010-06-06 22:41:00 UTC,-73.986503,40.761590000000005,-73.951865,40.786067,1
43376027,2013-01-16 02:16:47.0000001,6.5,2013-01-16 02:16:47 UTC,0.0,0.0,0.0,0.0,1
21629981,2011-12-15 19:06:13.0000003,16.1,2011-12-15 19:06:13 UTC,-73.9685,40.754832,-73.986685,40.702424,1
28125328,2012-07-01 00:00:00.000000178,7.7,2012-07-01 00:00:00 UTC,-73.983272,40.765885,-73.97757299999999,40.765517,2
55215665,2012-08-31 19:21:00.00000091,14.9,2012-08-31 19:21:00 UTC,-73.98771500000001,40.747175,-74.00204000000001,40.706897,3
42869833,2014-11-22 20:53:00.00000077,15.5,2014-11-22 20:53:00 UTC,-73.991958,40.725652,-73.958873,40.763913,6
40263414,2009-08-20 18:50:09.0000001,4.1,2009-08-20 18:50:09 UTC,-73.982157,40.773993,-73.97854699999999,40.782891,1
19978174,2012-03-21 07:37:29.0000004,10.5,2012-03-21 07:37:29 UTC,-73.99893399999999,40.761023,-74.013882,40.715437,1
10540117,2013-11-16 17:53:00.00000026,13.5,2013-11-16 17:53:00 UTC,-73.99811,40.730352,-73.964647,40.755802,5
54112576,2014-01-14 13:13:00.000000131,19.0,2014-01-14 13:13:00 UTC,-73.98971,40.752192,-73.9584,40.760417,6
49770381,2012-03-22 21:31:00.000000130,7.3,2012-03-22 21:31:00 UTC,-73.985223,40.723677,-73.993127,40.742415,3
18685618,2013-03-20 21:33:00.00000076,7.0,2013-03-20 21:33:00 UTC,-73.990163,40.72878,-73.977777,40.746087,1
3981880,2014-11-14 22:03:32.0000002,9.0,2014-11-14 22:03:32 UTC,-73.978504,40.785958,-73.960025,40.767857,2
18319787,2009-07-23 18:15:11.0000003,31.3,2009-07-23 18:15:11 UTC,-73.95717900000001,40.770316,-73.862299,40.74432,1
13622366,2009-08-21 00:00:00.00000035,11.7,2009-08-21 00:00:00 UTC,-73.974983,40.755762,-73.986755,40.722358,2
12467852,2015-01-14 21:08:15.0000005,6.0,2015-01-14 21:08:15 UTC,-73.98604583740234,40.74079513549805,-73.97864532470702,40.75074768066406,2
15624027,2015-04-01 05:30:07.0000002,10.0,2015-04-01 05:30:07 UTC,-74.00148010253906,40.73379135131836,-73.97463989257811,40.759071350097656,1
27482269,2014-02-21 23:14:00.000000245,5.5,2014-02-21 23:14:00 UTC,-74.010065,40.720432,-74.00504699999999,40.730892,1
16445721,2013-09-21 22:39:00.000000144,6.0,2013-09-21 22:39:00 UTC,-73.975335,40.752395,-73.982112,40.738352,1
29466256,2013-10-11 18:19:00.00000056,36.0,2013-10-11 18:19:00 UTC,-73.977462,40.78444,-73.968447,40.689447,1
17904463,2010-08-30 05:28:20.0000001,10.9,2010-08-30 05:28:20 UTC,-73.977688,40.763806,-73.978769,40.787667,1
53936728,2013-07-14 01:02:00.00000061,14.0,2013-07-14 01:02:00 UTC,-74.002072,40.739577,-73.971388,40.78246,1
1720076,2011-04-28 22:55:00.000000155,32.5,2011-04-28 22:55:00 UTC,-73.866312,40.77103,-73.974843,40.65166,1
1897387,2015-05-29 08:08:35.0000007,7.0,2015-05-29 08:08:35 UTC,-74.00315856933594,40.72737884521485,-73.98756408691406,40.7415771484375,1
33239061,2011-12-14 22:03:10.0000001,8.5,2011-12-14 22:03:10 UTC,-73.966101,40.762555,-73.970512,40.788187,1
3716032,2012-06-13 08:25:00.000000172,11.7,2012-06-13 08:25:00 UTC,-73.953417,40.771643,-73.96162199999999,40.806003,1
52996512,2011-02-19 15:07:00.00000011,6.9,2011-02-19 15:07:00 UTC,-73.98615500000001,40.759027,-74.005617,40.745488,1
13613339,2011-10-17 23:26:57.0000001,4.1,2011-10-17 23:26:57 UTC,-73.9893,40.7769,-73.9875,40.7703,2
25882286,2010-08-20 19:51:00.000000146,6.5,2010-08-20 19:51:00 UTC,-74.00865300000001,40.720338,-74.005238,40.738283,1
16131078,2009-02-22 11:18:23.0000002,30.65,2009-02-22 11:18:23 UTC,-73.870778,40.773705,-73.983775,40.7594,2
41915909,2014-11-09 08:16:00.0000002,7.5,2014-11-09 08:16:00 UTC,-74.002995,40.718347,-73.99225,40.738872,5
12046123,2014-06-16 05:22:00.00000022,29.33,2014-06-16 05:22:00 UTC,-73.95532,40.78848,-73.871627,40.77419,5
16898693,2009-05-10 13:00:13.0000002,7.7,2009-05-10 13:00:13 UTC,-73.977816,40.757708,-73.997988,40.737103000000005,1
17615562,2012-04-17 13:42:30.0000001,7.7,2012-04-17 13:42:30 UTC,-74.011943,40.703539,-74.003137,40.723141,3
37330290,2009-03-10 02:36:00.00000016,3.7,2009-03-10 02:36:00 UTC,-73.991387,40.755137,-73.984873,40.763902,2
48995065,2015-04-12 02:04:47.0000007,6.5,2015-04-12 02:04:47 UTC,-73.99134063720702,40.73503875732422,-73.97373962402342,40.73786926269531,1
21244731,2014-06-11 22:39:00.000000200,4.0,2014-06-11 22:39:00 UTC,-73.980145,40.78059,-73.97429,40.788737,1
20991869,2011-11-18 10:44:00.000000101,3.7,2011-11-18 10:44:00 UTC,-73.97431999999999,40.743033,-73.981085,40.74608,1
33834948,2012-10-27 19:59:55.0000005,5.5,2012-10-27 19:59:55 UTC,-74.006788,40.729781,-74.005537,40.741092,1
34840847,2009-11-08 14:37:00.000000205,7.3,2009-11-08 14:37:00 UTC,-73.99252800000001,40.714083,-73.992703,40.728007,1
23017955,2011-05-27 14:40:00.000000166,11.3,2011-05-27 14:40:00 UTC,-73.979677,40.765568,-73.957165,40.783147,1
18904867,2013-12-23 08:18:00.00000033,5.0,2013-12-23 08:18:00 UTC,-73.970392,40.760332,-73.975277,40.756107,1
26718428,2009-04-05 00:04:15.0000004,7.0,2009-04-05 00:04:15 UTC,-73.989892,40.733363,-74.006656,40.73931,1
55120348,2011-02-28 09:46:00.000000148,22.1,2011-02-28 09:46:00 UTC,-73.982873,40.75703,-73.870487,40.77372,1
43779999,2011-02-25 16:04:00.00000022,5.3,2011-02-25 16:04:00 UTC,-73.967265,40.803505,-73.97746,40.792105,1
34680949,2009-06-10 08:45:47.0000004,7.7,2009-06-10 08:45:47 UTC,-73.95564499999999,40.779799,-73.97006400000001,40.762913,1
47524914,2011-07-02 06:12:07.0000003,3.7,2011-07-02 06:12:07 UTC,-73.9478,40.7821,-73.9554,40.7798,1
49863444,2011-03-31 09:37:00.00000093,12.5,2011-03-31 09:37:00 UTC,-73.953218,40.76788,-73.979013,40.759697,1
29811492,2009-03-20 21:22:00.000000153,11.7,2009-03-20 21:22:00 UTC,-73.978818,40.724142,-73.949867,40.773725,1
38660323,2009-06-23 09:43:00.000000201,16.5,2009-06-23 09:43:00 UTC,-73.960175,40.761942,-73.997232,40.725372,1
1979681,2011-01-05 21:36:00.00000025,4.1,2011-01-05 21:36:00 UTC,-73.96844300000001,40.75548,-73.961832,40.76099,1
3005382,2009-04-04 20:39:55.0000002,9.0,2009-04-04 20:39:55 UTC,-73.98955600000001,40.774656,-73.95920799999999,40.808722,1
40102110,2014-03-03 13:48:00.000000184,9.0,2014-03-03 13:48:00 UTC,-73.98239699999999,40.775197,-73.977065,40.758637,1
23794855,2012-09-24 19:57:00.000000164,4.5,2012-09-24 19:57:00 UTC,-73.993635,40.741690000000006,-73.989715,40.748082,1
31324181,2014-04-09 07:19:00.000000133,20.5,2014-04-09 07:19:00 UTC,-73.981257,40.752412,-74.012173,40.703667,1
13416484,2014-04-03 13:20:00.000000161,11.0,2014-04-03 13:20:00 UTC,-73.976045,40.755942,-73.952022,40.772167,1
30735102,2013-02-07 05:30:49.0000001,2.5,2013-02-07 05:30:49 UTC,-73.834112,40.766254,-73.834112,40.766254,1
21390516,2011-03-12 01:09:52.0000004,16.5,2011-03-12 01:09:52 UTC,-73.995733,40.749212,-73.95841800000001,40.73475,1
27602139,2010-02-15 15:38:54.0000002,9.7,2010-02-15 15:38:54 UTC,-73.96264599999999,40.761558,-73.99094000000001,40.750447,1
38146451,2009-12-17 08:05:38.0000006,5.3,2009-12-17 08:05:38 UTC,-73.979472,40.743946,-73.984199,40.733201,1
10400978,2012-02-16 07:50:00.00000080,14.1,2012-02-16 07:50:00 UTC,-73.983463,40.755462,-74.013912,40.714188,1
29709156,2013-06-05 08:15:00.0000008,9.5,2013-06-05 08:15:00 UTC,-74.0077,40.732305,-73.986695,40.72798,1
24306181,2013-02-07 07:19:00.000000167,10.0,2013-02-07 07:19:00 UTC,-73.945747,40.78283,-73.97041999999999,40.75901,5
2637695,2015-03-17 07:08:53.0000004,11.0,2015-03-17 07:08:53 UTC,-73.99209594726562,40.729454040527344,-73.96971893310547,40.7619743347168,1
43000578,2009-12-07 13:02:00.000000112,41.87,2009-12-07 13:02:00 UTC,-73.873008,40.774147,-73.981752,40.76182,2
39695131,2012-06-28 21:11:07.0000004,8.9,2012-06-28 21:11:07 UTC,-73.93866700000001,40.804977,-73.946259,40.780553000000005,1
11376401,2011-12-20 21:36:36.0000003,11.7,2011-12-20 21:36:36 UTC,-73.99205400000001,40.738108,-73.984719,40.768373,1
49569408,2012-03-13 23:49:03.0000001,6.9,2012-03-13 23:49:03 UTC,-73.914229,40.669128,-73.914229,40.669128,1
6699700,2012-03-04 10:26:01.0000001,6.1,2012-03-04 10:26:01 UTC,-73.984658,40.743367,-73.997603,40.724184,1
30862160,2009-06-05 22:06:00.000000160,9.3,2009-06-05 22:06:00 UTC,-73.980918,40.721832,-74.004992,40.708635,1
28844849,2015-03-31 21:38:53.0000003,5.0,2015-03-31 21:38:53 UTC,-73.99059295654298,40.74599075317383,-73.97917938232422,40.752708435058594,1
5433143,2012-12-21 12:28:22.0000001,12.5,2012-12-21 12:28:22 UTC,-74.005562,40.750931,-73.996131,40.726224,1
38207680,2012-05-28 23:16:00.000000139,10.9,2012-05-28 23:16:00 UTC,-73.990312,40.758143,-73.952238,40.786207,1
